name,url,Region,price,Distillery / Brand,Alcohol,Volume,Nose,Palate,Finish,Nose_clean,Palate_clean,Finish_clean,Nose_tokens,Palate_tokens,Finish_tokens,price_usd,reg_0,reg_1,reg_2,reg_3,reg_4,reg_5,reg_6,reg_7,user_pref,score,Nose_common,Palate_common,Finish_common,vendor_rec
Lagavulin 2001 (bottled 2017) Pedro Ximénez Cask Finish - Distillers Edition,https://www.masterofmalt.com/whiskies/lagavulin/lagavulin-2001-bottled-2017-pedro-ximenez-cask-finish-distillers-edition-whisky/,Islay Whisky,81.25,Lagavulin,43.0%,70cl," Seaweed, Christmas cake, mint leaf, dates and amaretto."," This one packs a mighty peaty punch, followed by juicy raspberry, dark chocolate and Sherried orange peel.", Sea salt lingers on the finish.,seaweed christmas cake mint leaf date amaretto,pack mighty peaty punch juicy raspberry dark chocolate sherried orange peel,sea salt linger,"['seaweed', 'christmas', 'cake', 'mint', 'leaf', 'date', 'amaretto']","['pack', 'mighty', 'peaty', 'punch', 'juicy', 'raspberry', 'dark', 'chocolate', 'sherried', 'orange', 'peel']","['sea', 'salt', 'linger']",101.56,1,0,0,0,0,0,0,0,0.0,0.1625537125568951,,,,"GlenDronach Allardice,Laphroaig Lore,GlenDronach 21 Parliament,Ardbeg Uigeadail,Talisker 18 Year Old,Caol Ila 18,Lagavulin 16 Year Old,Oban Little Bay,Ardbeg An Oa"
Talisker 18 Year Old,https://www.masterofmalt.com/whiskies/talisker/talisker-18-year-old-whisky/,Island Whisky,76.45,Talisker,45.8%,70cl, The nose is quite clean and fresh. There is a mixed fruity sweetness with a spicy character. The peat and smoke rise with notes of perfume and thick oak. Hints of Calvados and a touch of acidity with ground ginger.," The palate is thick and rich and full-bodied. Notes of spicy, peppery oak, espresso beans and wood smoke. A little allspice creeps in, there is a certain zesty character lurking somewhere. The spice builds and builds with utter intent.", The finish is long and with peppery oak.,clean fresh mixed fruit sweet spicy character peat smoke rise perfume thick oak hints calvados acidity ground ginger,thick rich fullbodied spicy peppery oak espresso bean wood smoke allspice creep certain zesty character lurking somewhere spice build build utter intent,long peppery oak,"['clean', 'fresh', 'mixed', 'fruit', 'sweet', 'spicy', 'character', 'peat', 'smoke', 'rise', 'perfume', 'thick', 'oak', 'hints', 'calvados', 'acidity', 'ground', 'ginger']","['thick', 'rich', 'fullbodied', 'spicy', 'peppery', 'oak', 'espresso', 'bean', 'wood', 'smoke', 'allspice', 'creep', 'certain', 'zesty', 'character', 'lurking', 'somewhere', 'spice', 'build', 'build', 'utter', 'intent']","['long', 'peppery', 'oak']",95.56,0,0,0,1,0,0,0,0,0.0,0.1137900908752031,"sweet, smoke",smoke,,"Talisker 10 Year Old,Glenfarclas 21,Balvenie 21 Year Old,Springbank 18 Year Old,Talisker 57° North,Ardbeg Uigeadail,Ardbeg Corryvreckan,Caol Ila 18,Lagavulin 16 Year Old"
Ardbeg An Oa,https://www.masterofmalt.com/whiskies/ardbeg/ardbeg-an-oa-whisky/,Islay Whisky,41.9,Ardbeg,46.6%,70cl," This sweet, creamy Ardbeg offers notes of butterscotch, fennel seed, tobacco leaf, Honey Nut Clusters and hints of mixed boiled sweets (fruit, Everton mint and menthol). The citrus notes are subtle and rich, coming through as flourless orange cake."," Still plenty of peaty oomph, although perhaps lighter in body. Notes of cigars and golden syrup flapjacks with sweet black tea on the tail and hints of chocolate limes.", Smoky treacle lingers with a little peanut brittle.,sweet creamy ardbeg offer butterscotch fennel seed tobacco leaf honey nut clusters mixed boiled sweet fruit everton mint menthol citrus subtle rich coming flourless orange cake,still plenty peaty oomph although perhaps light body cigar golden syrup flapjack sweet black tea tail chocolate limes,smoke treacle linger peanut brittle,"['sweet', 'creamy', 'ardbeg', 'offer', 'butterscotch', 'fennel', 'seed', 'tobacco', 'leaf', 'honey', 'nut', 'clusters', 'mixed', 'boiled', 'sweet', 'fruit', 'everton', 'mint', 'menthol', 'citrus', 'subtle', 'rich', 'coming', 'flourless', 'orange', 'cake']","['still', 'plenty', 'peaty', 'oomph', 'although', 'perhaps', 'light', 'body', 'cigar', 'golden', 'syrup', 'flapjack', 'sweet', 'black', 'tea', 'tail', 'chocolate', 'limes']","['smoke', 'treacle', 'linger', 'peanut', 'brittle']",52.38,1,0,0,0,0,0,0,0,0.0,0.219810519127084,"sweet, creamy","tea, sweet",smoke,"Port Askaig 100° Proof,Glenmorangie Astar 2017,Laphroaig Lore,Ardbeg 10 Year Old,Kilchoman Sanaig,Ardbeg Uigeadail,Ardbeg Corryvreckan,Lagavulin 16 Year Old,Caol Ila Moch"
Dalmore 15 Year Old,https://www.masterofmalt.com/whiskies/dalmore-15-year-old-whisky/,Highland Whisky,59.9,Dalmore,40.0%,70cl," A chocolate orange. Potpourri, perfumed. Fruitcake, Sherry."," Medium, lovely delivery. Zesty orange, Curaçao, chocolate. Winter spice, stem ginger in syrup. Hints of anise and a little hickory.", Malty barley and smoky espresso.,chocolate orange potpourri perfumed fruitcake sherry,medium lovely delivery zesty orange curaçao chocolate winter spice stem ginger syrup hints anise hickory,malty barley smoke espresso,"['chocolate', 'orange', 'potpourri', 'perfumed', 'fruitcake', 'sherry']","['medium', 'lovely', 'delivery', 'zesty', 'orange', 'curaçao', 'chocolate', 'winter', 'spice', 'stem', 'ginger', 'syrup', 'hints', 'anise', 'hickory']","['malty', 'barley', 'smoke', 'espresso']",74.88,0,0,1,0,0,0,0,0,0.0,0.048574139257513305,sherry,,smoke,"Auchentoshan Three Wood,Dalmore King Alexander III,Dalmore 18,Dalmore 12 Year Old,Oban 14,Cigar Malt,Auchentoshan 12,Glenfarclas 15 Year Old,Balvenie Caribbean Cask"
Balvenie 14 Year Old - The Week of Peat,https://www.masterofmalt.com/whiskies/balvenie/balvenie-14-year-old-the-week-of-peat-whisky/,Speyside Whisky,64.95,Balvenie,48.3%,70cl," Gentle sweet peat smoke, lighter floral notes and delicate butterscotch honey."," Velvety and round to taste with the peat smoke balancing citrus flavours, oaky vanilla and blossom honey.", Gentle smoke with a lingering and creamy vanilla sweetness.,gentle sweet peat smoke light floral delicate butterscotch honey,velvety round taste peat smoke balancing citrus flavours oaky vanilla blossom honey,gentle smoke linger creamy vanilla sweetness,"['gentle', 'sweet', 'peat', 'smoke', 'light', 'floral', 'delicate', 'butterscotch', 'honey']","['velvety', 'round', 'taste', 'peat', 'smoke', 'balancing', 'citrus', 'flavours', 'oaky', 'vanilla', 'blossom', 'honey']","['gentle', 'smoke', 'linger', 'creamy', 'vanilla', 'sweetness']",81.19,0,1,0,0,0,0,0,0,0.0,0.117726520490047,"sweet, smoke","smoke, vanilla","smoke, vanilla, creamy","Balvenie The Sweet Toast,Balvenie 14yo Peated,Balvenie 12 Single Barrel,Balvenie 17yo DoubleWood,Balvenie 12YO Triple Cask,Balvenie Caribbean Cask"
Oban 14 Year Old,https://www.masterofmalt.com/whiskies/oban-14-year-old-whisky/,Highland Whisky,45.9,Oban,43.0%,70cl,"The nose is rich and smokey. The medicinal notes are quite evident with notes of the sea; seaweed, tarry ropes. There are notes of cut hay and wood smoke rising with a gentle estery sweetness. ",The palate is thick and full. Notes of citrus with smooth sweetness. The smoke wafts with notes of seaweed. The oak is quite rich with grist and cereal and malt. ,The finish is of good length with fruit and dry oak.,rich smokey medicinal evident sea seaweed tarry ropes cut hay wood smoke rising gentle estery sweetness,thick full citrus smooth sweet smoke waft seaweed oak rich grist cereal malt,good long fruit dry oak,"['rich', 'smokey', 'medicinal', 'evident', 'sea', 'seaweed', 'tarry', 'ropes', 'cut', 'hay', 'wood', 'smoke', 'rising', 'gentle', 'estery', 'sweetness']","['thick', 'full', 'citrus', 'smooth', 'sweet', 'smoke', 'waft', 'seaweed', 'oak', 'rich', 'grist', 'cereal', 'malt']","['good', 'long', 'fruit', 'dry', 'oak']",57.38,0,0,1,0,0,0,0,0,0.0,0.17120134543386015,smoke,"sweet, smoke",good,"Talisker 10 Year Old,Balvenie DoubleWood 12yo,Cragganmore 12,Glenkinchie 12,Clynelish 14,Dalwhinnie 15,Dalmore 15,Lagavulin 16 Year Old,Caol Ila 12"
Kilchoman Machir Bay,https://www.masterofmalt.com/whiskies/kilchoman/kilchoman-machir-bay-whisky/,Islay Whisky,43.0,Kilchoman,46.0%,70cl," Citrus zests, crumbly vanilla biscuits and layers of elegant peat smoke.", A generous burst of tropical fruit and dried raisin opens the palate. Warming smoke continues to waft playfully., Sherried fruits and sprinkle of cracked black pepper.,citrus zests crumbly vanilla biscuit layer elegant peat smoke,generous burst tropical fruit dried raisin open warming smoke continues waft playfully,sherried fruit sprinkle cracked black pepper,"['citrus', 'zests', 'crumbly', 'vanilla', 'biscuit', 'layer', 'elegant', 'peat', 'smoke']","['generous', 'burst', 'tropical', 'fruit', 'dried', 'raisin', 'open', 'warming', 'smoke', 'continues', 'waft', 'playfully']","['sherried', 'fruit', 'sprinkle', 'cracked', 'black', 'pepper']",53.75,1,0,0,0,0,0,0,0,0.0,0.21779406290658693,"smoke, vanilla",smoke,,"Port Askaig 100° Proof,Laphroaig Lore,Kilchoman Sanaig,Bowmore 15 Year Old,Caol Ila 18,Ardbeg Uigeadail,Lagavulin 16 Year Old,Caol Ila 12,Bunnahabhain 12"
Glenfarclas 25 Year Old,https://www.masterofmalt.com/whiskies/glenfarclas-25-year-old-whisky/,Speyside Whisky,114.9,Glenfarclas,43.0%,70cl," A touch of menthol. Classic Sherry notes, less pronounced than the 15 year old perhaps, but the complexity is greater."," Incredibly clean central palate, but amazingly tangy. Really zingy top notes. Sherry and creamy barley, hints of gingerbread and nutty chocolate."," Very, very long and complex finish, oak-rich, hints of smoke, cocoa, buttery...",menthol classic sherry le pronounced 15 year old perhaps complexity greater,incredibly clean central amazingly tangy really zingy top sherry creamy barley gingerbread nutty chocolate,long complex oakrich smoke cocoa buttery,"['menthol', 'classic', 'sherry', 'pronounced', 'year', 'old', 'perhaps', 'complexity', 'greater']","['incredibly', 'clean', 'central', 'amazingly', 'tangy', 'really', 'zingy', 'top', 'sherry', 'creamy', 'barley', 'gingerbread', 'nutty', 'chocolate']","['long', 'complex', 'oakrich', 'smoke', 'cocoa', 'buttery']",143.62,0,1,0,0,0,0,0,0,0.0,0.08898093839702081,sherry,"sherry, creamy",smoke,"GlenDronach Allardice,Glenfarclas 21,Glenfarclas 105,GlenDronach 21 Parliament,Balvenie 21 Year Old,Glenfiddich 21yo Reserva,Glengoyne 21,Balvenie 17yo DoubleWood,Glenfarclas 15 Year Old"
Kilkerran 12 Year Old,https://www.masterofmalt.com/whiskies/glengyle/kilkerran-12-year-old-whisky/,Campbeltown Whisky,36.45,Kilkerran,46.0%,70cl," Oak notes are dominant, followed by toasted marshmallows and dried fruit pudding, as well as cherries, marzipan and a hint of peat."," Initially fruity with citrus notes and orange peel, after this: vanilla, butterscotch, honeycomb and digestive biscuits can all be tasted and enjoyed."," Velvet and smooth with lemon meringue, to conclude, there’s an oiliness and a saltiness that you’d expect from a Campbeltown dram.",oak dominant toasted marshmallow dried fruit pudding well cherries marzipan peat,initially fruit citrus orange peel vanilla butterscotch honeycomb digestive biscuit tasted enjoyed,velvet smooth lemon meringue conclude there’s oili salti you’d expect campbeltown dram,"['oak', 'dominant', 'toasted', 'marshmallow', 'dried', 'fruit', 'pudding', 'well', 'cherries', 'marzipan', 'peat']","['initially', 'fruit', 'citrus', 'orange', 'peel', 'vanilla', 'butterscotch', 'honeycomb', 'digestive', 'biscuit', 'tasted', 'enjoyed']","['velvet', 'smooth', 'lemon', 'meringue', 'conclude', 'there', 'oili', 'salti', 'you', 'expect', 'campbeltown', 'dram']",45.56,0,0,0,0,1,0,0,0,0.0,0.02113918075503389,,vanilla,,"Ben Nevis 10 Year Old,Clynelish 14,Springbank 15,Kilkerran 8yo Cask 55.7%,Bunnahabhain 12,Longrow Peated,Glen Scotia Double Cask,Kilchoman Machir Bay,Glen Scotia 15YO"
Dalwhinnie 15 Year Old,https://www.masterofmalt.com/whiskies/dalwhinnie-15-year-old-whisky/,Highland Whisky,36.9,Dalwhinnie,43.0%,70cl," Aromatic, toffee, fruit salad, lush nectarine, custard. Floral, apple blossom, honeysuckle. Apple peels, pear, touch of smoke.", Malty. Walnuts steeped in manuka honey with vanilla sponge. Gentle smoke weaves its way through the cereal with a touch of spice.," Long, malty, walnut, almond.",aromatic toffee fruit salad lush nectarine custard floral apple blossom honeysuckle apple peels pear smoke,malty walnuts steeped manuka honey vanilla sponge gentle smoke weave way cereal spice,long malty walnut almond,"['aromatic', 'toffee', 'fruit', 'salad', 'lush', 'nectarine', 'custard', 'floral', 'apple', 'blossom', 'honeysuckle', 'apple', 'peels', 'pear', 'smoke']","['malty', 'walnuts', 'steeped', 'manuka', 'honey', 'vanilla', 'sponge', 'gentle', 'smoke', 'weave', 'way', 'cereal', 'spice']","['long', 'malty', 'walnut', 'almond']",46.12,0,0,1,0,0,0,0,0,0.0,0.04280033635846504,smoke,"smoke, vanilla",,"Talisker 10 Year Old,Balvenie DoubleWood 12yo,Cragganmore 12,Glenkinchie 12,Clynelish 14,Oban 14,Caol Ila 12,Lagavulin 16 Year Old,Glenfarclas 15 Year Old"
The Macallan 12 Year Old Sherry Oak,https://www.masterofmalt.com/whiskies/the-macallan-12-year-old-sherry-oak-whisky/,Speyside Whisky,69.9,The Macallan,40.0%,70cl, Crisp and sweet. There are notes of sultanas and fresh apple blossom. There is a defined floral note followed by Sherry hints. Calvados emerges with a tropical fruit note and golden syrup.," Medium-body and quite firm. There are notes of hot pastries and marmalade, sultanas and peels with a developing sweetness from the barley sugar.", Good length with a solid oaked note.,crisp sweet sultana fresh apple blossom defined floral sherry hints calvados emerges tropical fruit golden syrup,mediumbody firm hot pastry marmalade sultana peel developing sweet barley sugar,good long solid oaked,"['crisp', 'sweet', 'sultana', 'fresh', 'apple', 'blossom', 'defined', 'floral', 'sherry', 'hints', 'calvados', 'emerges', 'tropical', 'fruit', 'golden', 'syrup']","['mediumbody', 'firm', 'hot', 'pastry', 'marmalade', 'sultana', 'peel', 'developing', 'sweet', 'barley', 'sugar']","['good', 'long', 'solid', 'oaked']",87.38,0,1,0,0,0,0,0,0,0.0,0.11122617299627602,"sweet, sherry",sweet,good,"Glenfarclas 21,Balvenie DoubleWood 12yo,Balvenie 21 Year Old,Dalwhinnie 15,Lagavulin 16 Year Old,Macallan 12 Double Cask,Glenfarclas 15 Year Old,Glenfiddich 18,Balvenie Caribbean Cask"
Laphroaig 10 Year Old,https://www.masterofmalt.com/whiskies/laphroaig-10-year-old-whisky/,Islay Whisky,33.9,Laphroaig,40.0%,70cl," This opens on big, smoky muscular peat notes. There are spices, and liquorice, as well as a big dose of salt. This whisky has become slightly sweeter in recent years, and it appears beautifully on the nose, amidst the classic iodine/sticking plasters and cool wood smoke we love."," Seaweed-led, with a hint of vanilla ice cream and more than a whiff of notes from the first aid box (TCP, plasters etc). The oak is big, and muscles its way into the fore as you hold this whisky over your tongue. An upsurge of spices develop – cardamom/black pepper/chilli."," Big and drying, as the savoury, tarry notes build up with an iodine complexity.",open big smoke muscular peat spices liquorice well big dose salt whisky ha become slightly sweet recent years appears beautifully amidst classic iodinesticking plaster cool wood smoke love,seaweedled vanilla ice cream whiff aid box tcp plaster etc oak big muscle way fore hold whisky tongue upsurge spice – cardamomblack pepperchilli,big drying savoury tarry build iodine complexity,"['open', 'big', 'smoke', 'muscular', 'peat', 'spices', 'liquorice', 'well', 'big', 'dose', 'salt', 'whisky', 'become', 'slightly', 'sweet', 'recent', 'years', 'appears', 'beautifully', 'amidst', 'classic', 'iodinesticking', 'plaster', 'cool', 'wood', 'smoke', 'love']","['seaweedled', 'vanilla', 'ice', 'cream', 'whiff', 'aid', 'box', 'tcp', 'plaster', 'etc', 'oak', 'big', 'muscle', 'way', 'fore', 'hold', 'whisky', 'tongue', 'upsurge', 'spice', 'cardamomblack', 'pepperchilli']","['big', 'drying', 'savoury', 'tarry', 'build', 'iodine', 'complexity']",42.38,1,0,0,0,0,0,0,0,0.0,0.23592222137148885,"big, sweet, smoke, spices","big, vanilla","big, iodine","Talisker 10 Year Old,Triple Wood,Laphroaig Quarter Cask,Bowmore 12,Ardbeg 10 Year Old,Ardbeg Uigeadail,Caol Ila 12,Lagavulin 16 Year Old,Bunnahabhain 12"
Balvenie DoubleWood 12 Year Old,https://www.masterofmalt.com/whiskies/balvenie/balvenie-doublewood-12-year-old-whisky/,Speyside Whisky,38.75,Balvenie,40.0%,70cl," Gristy, supple nuttiness intertwined with spices. Honeyed sultanas and grapes. Hugely inviting."," Sweet with good body. The bourbon characters develop; gentle spice with a little vanilla, a hint of balancing peat lurking quietly in the substrata. Dried fruit too, combining with nuts, nutmeg, cinnamon, back into the bourbon notes - so well integrated."," Spicy, slightly drying, still sweet.",gristy supple nutti intertwined spices honeyed sultana grapes hugely inviting,sweet good body bourbon character gentle spice vanilla balancing peat lurking quietly substrata dried fruit combining nuts nutmeg cinnamon back bourbon well integrated,spicy slightly drying still sweet,"['gristy', 'supple', 'nutti', 'intertwined', 'spices', 'honeyed', 'sultana', 'grapes', 'hugely', 'inviting']","['sweet', 'good', 'body', 'bourbon', 'character', 'gentle', 'spice', 'vanilla', 'balancing', 'peat', 'lurking', 'quietly', 'substrata', 'dried', 'fruit', 'combining', 'nuts', 'nutmeg', 'cinnamon', 'back', 'bourbon', 'well', 'integrated']","['spicy', 'slightly', 'drying', 'still', 'sweet']",48.44,0,1,0,0,0,0,0,0,0.0,0.13974693780538028,spices,"sweet, good, vanilla",sweet,"Talisker 10 Year Old,Balvenie 21 Year Old,Glenkinchie 12,Dalwhinnie 15,Lagavulin 16 Year Old,Balvenie 17yo DoubleWood,Glenfarclas 15 Year Old,Glenmorangie 10 Year Old,Balvenie Caribbean Cask"
